gyan_id,user_id,submission_date,link,category
531,101,2020-01-27,https://www.geeksforgeeks.org/difference-between-machine-learning-and-artificial-intelligence/,General
532,38,2020-01-27,https://towardsdatascience.com/free-data-sets-for-machine-learning-73e74554cc21,"Data Science"
533,9,2020-01-27,https://medium.com/free-code-camp/if-you-want-to-learn-data-science-start-with-one-of-these-programming-classes-fb694ffe780c,"Data Science"
534,93,2020-01-27,https://venturebeat.com/2019/12/30/10-technology-trends-that-will-impact-our-lives-in-2020/,General
535,86,2020-01-27,https://www.searchenginejournal.com/machine-learning-spam-in-google/344359/amp/#aoh=15801460536170&referrer=https%3A%2F%2Fwww.google.com&amp_tf=From%20%251%24s,"Machine Learning"
536,90,2020-01-27,https://www.nature.com/articles/s41746-019-0216-8,"Machine Learning"
537,104,2020-01-27,https://m.economictimes.com/small-biz/marketing-branding/branding/shopping-as-a-service-model-to-dictate-consumers-loyalty-towards-brands/articleshow/73349955.cms,"Machine Learning"
538,40,2020-01-27,https://www.dataquest.io/blog/job-data-science-specialize/,"Data Science"
539,85,2020-01-27,https://www.theverge.com/2020/1/27/21080253/ai-cancer-diagnosis-dangers-mammography-google-paper-accuracy,"Artificial Intelligence"
543,70,2020-01-27,https://towardsdatascience.com/maximize-your-productivity-with-python-6110004b45f7,Python
544,5,2020-01-28,https://towardsdatascience.com/uber-creates-generative-teaching-networks-to-better-train-deep-neural-networks-cab818a735fd,General
545,105,2020-01-28,https://m.timesofindia.com/home/education/news/iit-kharagpur-develops-ai-powered-tech-for-reading-legal-cases/articleshow/73323933.cms,"Artificial Intelligence"
546,48,2020-01-28,https://towardsdatascience.com/introduction-to-data-visualization-in-python-89a54c97fbed,General
547,83,2020-01-28,https://youtu.be/FconIXBtPQk,General
548,68,2020-01-28,https://www.gadgetsnow.com/tech-news/this-google-app-gets-disappearing-messages-feature-report/articleshow/73685530.cms,General
549,89,2020-01-28,https://m.economictimes.com/magazines/panache/underwater-scooters-pizza-robots-mind-controlling-headband-ces-leaves-people-amazed-with-mind-boggling-tech/articleshow/73188779.cms,General
550,74,2020-01-28,https://towardsdatascience.com/the-basics-evaluating-regressions-91ffa7bde2b9,General
554,76,2020-01-28,https://towardsdatascience.com/the-uber-data-scientist-interview-7ba9ca95f4e3,"Data Science"
555,82,2020-01-28,https://www.indiatimes.com/amp/technology/news/data-science-is-the-next-field-in-demand-this-year-with-15-lakh-lucrative-jobs-reveals-study-504879.html,Career
556,72,2020-01-28,https://www.thetechedvocate.org/10-benefits-of-google-classroom-integration/,Tools
557,69,2020-01-28,https://www.infosecurity-magazine.com/news/royal-yachting-association/,"Data Science"
558,78,2020-01-28,https://thenextweb.com/artificial-intelligence/2020/01/27/why-the-smartest-ai-is-still-dumber-than-a-toddler-and-how-we-can-fix-that/,"Artificial Intelligence"
559,95,2020-01-28,https://www.technative.io/why-unsupervised-machine-learning-is-the-future-of-cybersecurity/,"Machine Learning"
560,32,2020-01-28,https://www.edureka.co/blog/python-numpy-tutorial/,General
561,93,2020-01-28,https://www.analyticsinsight.net/data-science-job-opportunities-continue-surge-2020/,"Data Science"
562,18,2020-01-28,https://www.indiatimes.com/technology/news/data-science-is-the-next-field-in-demand-this-year-with-15-lakh-lucrative-jobs-reveals-study-504879.html,"Data Science"
563,79,2020-01-28,https://artificialintelligence-news.com/2020/01/03/google-claims-its-ai-can-beat-human-doctors-at-spotting-breast-cancer/,General
564,15,2020-01-28,https://towardsdatascience.com/5-reasons-why-you-should-use-cross-validation-in-your-data-science-project-8163311a1e79,"Machine Learning"
565,94,2020-01-28,https://www.globenewswire.com/news-release/2020/01/27/1975409/0/en/Deep-Learning-Market-Size-Worth-US-56-427-2-Mn-By-2026.html,"Deep Learning"
566,102,2020-01-28,https://www.kdnuggets.com/2019/01/role-data-engineer-changing.html,"Data Science"
567,75,2020-01-28,https://www.hackster.io/smart-tech/programming-arduino-using-python-f3d2c0,Python
568,77,2020-01-28,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0227922,"Deep Learning"
569,87,2020-01-28,https://towardsdatascience.com/10-python-pandas-tricks-to-make-data-analysis-more-enjoyable-cb8f55af8c30,"Machine Learning"
571,96,2020-01-28,https://towardsdatascience.com/introducing-bamboolib-a-gui-for-pandas-4f6c091089e3,General
572,81,2020-01-28,https://www.managedhealthcareexecutive.com/news/opinion-pharma-needs-go-big-artificial-intelligence?fbclid=IwAR1t5iJxM78pb4PjTtdQeK_CzS-NtXk6dLaW37Al5VBHrrkc7JVq5KPkLA4,"Artificial Intelligence"
573,103,2020-01-28,https://research.googleblog.com/2017/06/supercharge-your-computer-vision-models.html,"Data Science"
574,90,2020-01-28,http://news.mit.edu/2019/differences-between-deep-neural-networks-and-human-perception-1212,"Machine Learning"
575,73,2020-01-28,https://m.economictimes.com/magazines/panache/this-tech-firm-used-ai-machine-learning-to-predict-coronavirus-outbreak-warned-people-about-danger-zones/articleshow/73697801.cms,"Artificial Intelligence"
576,43,2020-01-28,https://www.analyticsinsight.net/cloud-computing-and-big-data-to-bring-a-new-wave-in-digital-transformation/,General
577,84,2020-01-28,https://towardsdatascience.com/using-part-of-speech-to-analyse-movie-reviews-3a3cfb9986d5,"Data Analytics"
578,70,2020-01-28,https://www.weforum.org/agenda/2020/01/this-is-how-quantum-computing-will-change-our-lives-8a0d33657f/,General
579,104,2020-01-28,https://m.economictimes.com/defaultinterstitial.cms,"Data Science"
580,86,2020-01-28,https://www.techrepublic.com/article/python-where-to-learn-it-and-why-you-should-do-it-now/,Python
581,39,2020-01-28,https://towardsdatascience.com/amazon-uses-self-learning-to-teach-alexa-to-correct-its-own-mistakes-3984cc077f30,"Artificial Intelligence"
582,53,2020-01-28,"From Discover on Google https://www.newsgram.com/stretchable-battery-store-power-wearables/",General
583,38,2020-01-28,https://levelup.gitconnected.com/10-great-programming-projects-to-improve-your-resume-and-learn-to-program-74b14d3e9e16,Career
586,40,2020-01-28,https://www.thehindubusinessline.com/info-tech/google-introduces-hashtag-androidhelp-on-twitter-for-android-assistance/article30674235.ece/amp/,General
587,11,2020-01-28,https://medium.com/@eriky/your-first-steps-with-flutter-dffa77378bd0?source=email-52c790db34c9-1580160055031-digest.reader------3-59------------------8dcf26a2_4aae_45f0_bfc6_fcc81e8165b0-1-----&sectionName=top,Resource
588,88,2020-01-28,https://www.linkedin.com/posts/amazon_ever-wanted-to-try-out-a-new-job-for-the-activity-6621354798610546688-OjVU,General
589,85,2020-01-28,https://www.lightnovelworld.com/novel/to-be-a-power-in-the-shadows/chapter-32,"Artificial Intelligence"
590,82,2020-01-29,https://towardsdatascience.com/underrated-machine-learning-algorithms-apriori-1b1d7a8b7bc,"Machine Learning"
592,68,2020-01-29,https://www.livescience.com/quantum-like-model-of-decision-making-proposed.html,General
593,103,2020-01-29,https://towardsdatascience.com/whats-the-difference-between-analytics-and-statistics-cd35d457e17,General
596,83,2020-01-29,https://youtu.be/kaU7IPlg9PA,General
597,35,2020-01-29,https://towardsdatascience.com/on-implementing-deep-learning-library-from-scratch-in-python-c93c942710a8?gi=7056a6015d58,General
598,48,2020-01-29,https://towardsdatascience.com/how-to-trick-a-smart-data-scientist-with-a-simple-statistical-problem-531f91e40ba5,General
599,101,2020-01-29,https://www.investopedia.com/terms/d/degrees-of-freedom.asp,General
600,104,2020-01-29,http://news.mit.edu/2020/clinical-risk-models-acccurate-0123,"Machine Learning"
601,84,2020-01-29,https://towardsdatascience.com/the-data-science-of-k-pop-understanding-bts-through-data-and-a-i-part-1-50783b198ac2,General
602,74,2020-01-29,https://datascience.virginia.edu/news/detecting-cyber-attacks-soon-they-start,General
603,89,2020-01-29,https://eandt.theiet.org/content/articles/2020/01/amazon-s-ring-app-riddled-with-trackers-says-eff/,General
604,75,2020-01-29,https://sylvesterkaczmarek.com/blog/machine-learning-music-composition/,"Machine Learning"
605,88,2020-01-29,"From Discover on Google https://towardsdatascience.com/on-implementing-deep-learning-library-from-scratch-in-python-c93c942710a8",General
606,77,2020-01-29,https://youtu.be/tcV1EYSUQME,General
607,76,2020-01-29,https://towardsdatascience.com/i-moved-from-engineering-to-data-science-what-are-the-differences-50121ceef70d,"Data Science"
608,69,2020-01-29,https://medium.com/analytics-for-humans/analytics-are-no-longer-for-human-here-is-how-we-can-fix-it-bce2b00d19c5,"Data Science"
609,95,2020-01-29,https://towardsdatascience.com/using-python-and-selenium-to-get-coordinates-from-street-addresses-62706b6ac250,Python
612,53,2020-01-29,https://www.fortuneindia.com/enterprise/accenture-teams-up-with-google-cloud-to-help-life-sciences-companies/104043,"Machine Learning"
613,72,2020-01-29,https://education.seattlepi.com/describe-advantages-portfolio-assessment-students-1470.html,General
614,93,2020-01-29,https://towardsdatascience.com/fluent-programming-db448fbdc441,"Data Science"
615,78,2020-01-29,https://www.techrepublic.com/article/data-science-which-technologies-are-hot-and-which-are-not/,"Data Science"
616,66,2020-01-29,https://towardsdatascience.com/9-things-i-learned-from-blogging-on-medium-for-the-first-month-2bace214b814,General
617,87,2020-01-29,https://medium.com/better-programming/an-error-in-a-python-script-may-have-invalidated-150-research-projects-64fe7cda558c,Python
618,105,2020-01-29,https://www.sciencedaily.com/releases/2019/12/191223095351.htm,"Artificial Intelligence"
619,81,2020-01-29,https://www.vox.com/recode/2020/1/28/21110902/artificial-intelligence-ai-coronavirus-wuhan?fbclid=IwAR0Eg_awY2Aj6Oz65ge1NnIMWgLYaoKGudIimz5SS3zkS4R3tBRwhZM0ZS0,"Artificial Intelligence"
620,29,2020-01-29,https://medium.com/better-programming/software-developer-trends-of-2020-and-beyond-d1b955bc46b8,"Data Science"
622,70,2020-01-29,https://yourstory.com/2020/01/artificial-intelligence-ai-google-alphabet-ceo-sundar-pichai-wef,"Artificial Intelligence"
623,45,2020-01-29,https://towardsdatascience.com/how-i-became-a-data-analyst-by-optimizing-the-right-place-and-time-bb068546ff17,General
624,43,2020-01-29,https://www.crn.in/news/data-science-iot-and-reinforcement-learning-in-high-tech-manufacturing/,"Data Science"
625,44,2020-01-29,https://medium.com/better-programming/object-oriented-programming-the-trillion-dollar-disaster-92a4b666c7c7?source=grid_home---------0-50----------decb52b64abf-------18---ef35602d_1f9d_418d_acf5_2aa487bf3b36--2,General
626,96,2020-01-29,https://towardsdatascience.com/how-to-build-your-own-neural-network-from-scratch-in-python-68998a08e4f6,General
628,39,2020-01-29,https://www.thehindu.com/sci-tech/technology/what-are-the-advantages-blockchain-offers/article28621496.ece,General
629,38,2020-01-29,https://medium.com/conquering-corporate-america/working-for-a-company-vs-working-for-yourself-bdcfa801daf9,Career
630,86,2020-01-29,https://venturebeat.com/2020/01/28/miso-robotics-unveils-its-next-gen-robot-kitchen-assistant/amp/,Robotics
631,94,2020-01-29,https://www.infoworld.com/article/3516292/launchable-applies-machine-learning-to-software-testing.html,"Machine Learning"
632,85,2020-01-29,https://www.statnews.com/2020/01/29/coronavirus-response-artificial-intelligence-becoming-useful/,"Artificial Intelligence"
633,40,2020-01-29,https://snaphunt.com/jobs/91190419,"Artificial Intelligence"
634,90,2020-01-29,https://venturebeat.com/2020/01/28/meena-is-googles-attempt-at-making-true-conversational-ai/,"Artificial Intelligence"
635,103,2020-01-30,https://tdwi.org/articles/2020/01/29/bi-all-visualization-sentiment.aspx,"Data Science"
636,35,2020-01-30,https://www.information-age.com/data-and-analytics-predictions-priorities-2020-123487449/,General
637,79,2020-01-30,https://artificialintelligence-news.com/2020/01/29/meena-google-truly-conversational-ai/,General
652,82,2020-01-30,https://www.freecodecamp.org/news/learn-natural-language-processing-no-experience-required/amp/,"Machine Learning"
659,96,2020-01-30,https://towardsdatascience.com/data-science-for-startups-introduction-80d022a18aec,General
660,83,2020-01-30,https://github.com/Sanaa495/new,General
661,48,2020-01-30,https://towardsdatascience.com/you-shouldnt-call-yourself-a-data-scientist-if-you-don-t-know-this-8a068c8a9fde,"Data Science"
663,53,2020-01-30,https://www.vox.com/recode/2020/1/29/21111848/free-software-privacy-alternative-data,General
664,74,2020-01-30,https://www.marketingtechnews.net/news/2019/jun/18/getting-started-data-driven-content-journey-machine-learning-models-and-upskilling-seo/,General
665,70,2020-01-30,https://towardsdatascience.com/googles-data-science-interview-brain-teasers-7f3c1dc4ea7f,"Data Science"
666,80,2020-01-30,https://screenrant.com/replika-app-ai-friend/,"Artificial Intelligence"
667,75,2020-01-30,https://www.scitecheuropa.eu/precision-livestock-farming-and-machine-learning/97020/,"Machine Learning"
668,69,2020-01-30,https://www.infosecurity-magazine.com/news/japan-considers-emergency/,"Data Science"
669,81,2020-01-30,https://bangaloremirror.indiatimes.com/bangalore/cover-story/meet-this-bus-conductor-who-studied-5-hours-daily-to-clear-the-upsc-civil-services-exam/articleshow/73674940.cms,Career
670,95,2020-01-30,https://www.technologyreview.com/s/615109/ai-powered-robot-warehouse-pickers-are-now-ready-to-go-to-work/,Robotics
671,9,2020-01-30,https://towardsdatascience.com/i-want-to-learn-artificial-intelligence-and-machine-learning-where-can-i-start-7a392a3086ec,"Artificial Intelligence"
672,68,2020-01-30,https://www.offcampusjobs4u.com/informatica-hiring-as-software-engineer/,General
673,43,2020-01-30,https://www.analyticsinsight.net/the-role-of-ai-and-machine-learning-in-cybersecurity/,"Machine Learning"
674,102,2020-01-30,https://economictimes.indiatimes.com/topic/Big-Data-analytics,"Data Analytics"
675,72,2020-01-30,https://www.learnupon.com/blog/soft-skills-training/,General
676,77,2020-01-30,https://www.space.com/parker-solar-probe-perihelion-4.html,General
677,84,2020-01-30,https://medium.com/@rathi.ankit/who-needs-a-data-engineer-d874aa793769,"Data Science"
678,29,2020-01-30,https://towardsdatascience.com/on-implementing-deep-learning-library-from-scratch-in-python-c93c942710a8,Python
679,78,2020-01-30,https://nationalinterest.org/blog/buzz/china-will-lose-artificial-intelligence-ai-race-and-why-america-will-win-118191,"Artificial Intelligence"
680,94,2020-01-30,https://www.theverge.com/2020/1/29/21113421/soft-robot-hands-sweat-overheating-research,Robotics
681,85,2020-01-30,https://physicsworld.com/a/machine-learning-for-tomographic-imaging/,"Machine Learning"
682,87,2020-01-30,https://www.youtube.com/watch?v=D5RJDoNHs_A,"Data Science"
683,105,2020-01-30,https://economictimes.indiatimes.com/tech/hardware/huawei-races-to-replace-google-apps-for-next-smartphone/articleshow/73763671.cms,General
684,89,2020-01-30,https://www.theverge.com/ai-artificial-intelligence,General
689,44,2020-01-30,https://www.indiatoday.in/amp/technology/news/story/apple-to-launch-new-iphone-macbook-air-in-2020-1641493-2020-01-30,General
690,32,2020-01-30,https://www.google.com/amp/s/www.geeksforgeeks.org/top-10-programming-languages-of-the-world-2019-to-begin-with/amp/,General
691,73,2020-01-30,https://www.educba.com/artificial-intelligence-technology/,"Artificial Intelligence"
692,104,2020-01-30,https://blog.linnworks.com/artificial-intelligence-in-ecommerce,"Artificial Intelligence"
693,38,2020-01-30,https://towardsdatascience.com/the-ultimate-guide-to-data-cleaning-3969843991d4?source=extreme_main_feed---------3-50----------1eca0103fff3----------d4cbf298_6aa7_4edb_9240_182bad77e78c--8&gi=a948d18f82d5,"Data Science"
694,40,2020-01-30,https://www.networkworld.com/article/3516395/cisco-software-shapes-security-fortification-for-industrial-iot.html,"Artificial Intelligence"
695,90,2020-01-30,https://artificialintelligence-news.com/2020/01/09/airbnb-uses-ai-enabled-trait-analyser-to-check-if-its-customers-are-psychopaths/,"Artificial Intelligence"
696,88,2020-01-30,"From Discover on Google https://www.freecodecamp.org/news/learn-natural-language-processing-no-experience-required/",General
697,76,2020-01-30,https://towardsdatascience.com/web-scraping-is-now-legal-6bf0e5730a78,"Data Science"
698,67,2020-01-30,"https://www.who.int › ... › Diseases Web results Coronavirus - World Health Organization",General
699,93,2020-01-30,https://www.livemint.com/companies/people/tesla-chief-elon-musk-adds-2-3-billion-to-his-fortune-in-just-60-minutes/amp-11580342429305.html,General
701,35,2020-01-31,https://interestingengineering.com/liverpool-football-club-using-data-science-during-matches-and-the-results-are-impressive,General
702,48,2020-01-31,https://towardsdatascience.com/machine-learning-basics-with-the-k-nearest-neighbors-algorithm-6a6e71d01761,"Machine Learning"
703,96,2020-01-31,https://medium.com/edureka/python-turtle-module-361816449390,General
704,74,2020-01-31,https://analyticsindiamag.com/why-a-career-in-data-science-should-be-your-prime-focus-in-2020/,General
705,83,2020-01-31,https://www.linkedin.com/posts/satya-prakash-mohapatra-153926129_nofilter-selfmotivation-selfdrive-activity-6628620706076782593-KV7i,General
707,103,2020-01-31,https://www.ghacks.net/2020/01/29/espanso-is-an-open-source-text-expander-for-windows-mac-and-linux/,General
708,87,2020-01-31,https://towardsdatascience.com/introducing-pylathe-use-lathe-in-python-using-julia-6f67a7aaa6f9,Python
709,29,2020-01-31,https://medium.com/swlh/welcome-to-python-3-8-cc88111ea14a,Python
710,70,2020-01-31,https://towardsdatascience.com/what-do-data-scientists-do-13526f678129,"Data Science"
711,72,2020-01-31,https://www.google.com/amp/s/amp.ft.com/content/84aa8b5e-c1a9-11e8-84cd-9e601db069b8,General
712,75,2020-01-31,https://blog.deeplearning.ai/blog/the-batch-fighting-coronavirus-hunting-drug-dealers-fixing-bugs-regulating-ai-accelerating-text-to-speech?utm_campaign=The%20Batch&utm_content=114437429&utm_medium=social&utm_source=linkedin&hss_channel=lcp-18246783,"Artificial Intelligence"
713,53,2020-01-31,https://www.aithority.com/machine-learning/cross-industry-group-proposes-gdpr-grounded-model-for-compliant-adtech/,General
714,102,2020-01-31,https://www.analyticsinsight.net/masters-of-business-analytics-com-launches-new-digital-publication-for-data-science-professionals-students/,"Data Science"
715,95,2020-01-31,https://www.bbc.com/news/technology-51315462,"Artificial Intelligence"
716,105,2020-01-31,"Big social media companies may be asked to maintain database of active mobile number of users https://economictimes.indiatimes.com/tech/internet/big-social-media-companies-may-be-asked-to-maintain-database-of-active-mobile-number-of-users/articleshow/7374",General
717,73,2020-01-31,https://venturebeat.com/2020/01/30/openai-facebook-pytorch-google-tensorflow/,"Machine Learning"
718,94,2020-01-31,https://phys.org/news/2020-01-machine-technique-crystal.html,"Machine Learning"
719,86,2020-01-31,https://www.techspot.com/news/83789-become-data-analytics-expert-learning-tableau-python-excel.html,Python
720,80,2020-01-31,https://www.asianscientist.com/2020/01/print/smart-city-algorithms-accountable/,"Artificial Intelligence"
721,68,2020-01-31,https://www.cnet.com/news/the-best-smart-home-devices-of-2020-amazon-alexa-google-assistant-nest-hub-echo-show-simplisafe/,General
722,104,2020-01-31,https://www.nature.com/articles/s41598-020-58637-9,"Machine Learning"
723,43,2020-01-31,https://www.eletimes.com/artificial-intelligence-ai-in-battling-the-coronavirus,"Artificial Intelligence"
724,77,2020-01-31,https://towardsdatascience.com/keep-jupyter-notebook-running-even-after-browser-is-closed-9a1937b7c615,"Data Science"
725,44,2020-01-31,https://www.windowslatest.com/2020/01/30/windows-10-x-will-come-with-macos-like-wallpaper-feature/amp/,General
726,101,2020-01-31,https://www.datasciencecentral.com/,Resource
727,90,2020-01-31,https://venturebeat.com/2020/01/30/deepminds-memo-ai-solves-novel-reasoning-tasks-with-less-compute/,"Artificial Intelligence"
728,38,2020-01-31,https://towardsdatascience.com/10-python-tips-and-tricks-you-should-learn-today-a05c23a39dc5,Python
729,40,2020-01-31,https://medium.com/@gdesantis7/data-scientist-vs-data-analyst-vs-data-engineer-bd4868f9b31e,"Data Science"
730,78,2020-01-31,https://www.quantamagazine.org/artificial-intelligence-will-do-what-we-ask-thats-a-problem-20200130/,"Artificial Intelligence"
731,81,2020-01-31,https://www.forbes.com/sites/cognitiveworld/2019/12/27/neurodiversity-in-artificial-intelligence/?fbclid=IwAR2zsSHg3bzZU-jhSkjTLFF7tAMoZigLrwdE7RtqsggPmwg7VIEczyiM5pU#7f055f50470f,"Artificial Intelligence"
732,84,2020-01-31,https://onezero.medium.com/googles-new-chatbot-and-aerial-surveillance-this-week-s-most-interesting-arxiv-papers-e269b49bcfb8,General
733,76,2020-01-31,https://www.indiatoday.in/technology/news/story/meet-meena-google-s-new-chatbot-that-interacts-like-humans-1641982-2020-01-31,"Artificial Intelligence"
734,82,2020-01-31,https://www.nature.com/articles/s41586-020-1942-4,"Artificial Intelligence"
735,93,2020-01-31,https://www.gizchina.com/2020/01/31/windows-core-os-information-leaked-by-engineer/amp/,General
736,89,2020-01-31,https://www.govtech.com/computing/Understanding-the-Four-Types-of-Artificial-Intelligence.html,General
737,88,2020-02-01,"From Discover on Google https://www.zdnet.com/article/java-c-or-javascript-full-stack-or-front-end-here-are-the-software-developer-jobs-that-pay-the-most/",General
738,35,2020-02-01,https://www.imperva.com/blog/is-web-scraping-illegal/,Tools
739,68,2020-02-01,https://www.wired.com/story/alphabet-second-secretive-quantum-computing-team/,General
740,48,2020-02-01,https://towardsdatascience.com/how-to-use-machine-learning-to-make-predictions-on-reddit-part-i-44cd210ec427,"Machine Learning"
741,103,2020-02-01,https://www.livemint.com/technology/apps/whatsapp-will-stop-working-on-these-phones-from-today-details-here/amp-11580381532324.html,General
742,53,2020-02-01,https://www.wsj.com/articles/laszlo-bock-thinks-machine-learning-can-make-work-better-11580492585,General
743,83,2020-02-01,https://youtu.be/_uQrJ0TkZlc,Python
744,29,2020-02-01,https://medium.com/swlh/what-scientists-say-about-the-coronavirus-2176bbc5b83f,General
745,95,2020-02-01,https://www.kdnuggets.com/2020/01/data-scientist-job-dream-company.html,Career
746,104,2020-02-01,https://www.wired.com/story/ai-helps-warehouse-bots-pick-new-skills/,"Artificial Intelligence"
747,102,2020-02-01,http://www.marketingtechnews.net/news/2019/jul/30/why-ai-should-not-be-treated-kpi-marketers-right-now/,"Data Science"
748,9,2020-02-01,https://towardsdatascience.com/chess-rolls-or-basketball-lets-create-a-custom-object-detection-model-ef53028eac7d,"Data Science"
749,70,2020-02-01,https://www.searchenginejournal.com/google-launches-sos-alert-for-searches-related-to-coronavirus/346274/,General
750,87,2020-02-01,https://www.business-standard.com/budget/article/budget-2020-it-sector-for-wider-use-of-artificial-intelligence-in-economy-120013101946_1.html,"Artificial Intelligence"
751,96,2020-02-01,https://itnext.io/the-cloud-skills-shortage-and-the-unemployed-army-of-the-certified-bd405784cef1,General
752,75,2020-02-01,https://askbobrankin.com/monitor_kids_online_with_artificial_intelligence.html,"Deep Learning"
753,43,2020-02-01,https://www.google.com/amp/s/www.forbes.com/sites/bethkindig/2020/01/31/5-soon-t0-be-trends-in-artificial-intelligence-and-deep-learning/amp/,"Deep Learning"
754,39,2020-02-01,https://www.thehindu.com/sci-tech/technology/internet/coronavirus-enters-web-users-hacked-with-malicious-files/article30710001.ece,General
755,74,2020-02-01,https://www.marketingtechnews.net/news/2018/nov/26/marketers-dilemma-overcoming-challenges-data-disconnect/,General
756,90,2020-02-01,https://www.nature.com/articles/s41598-020-58178-1,"Machine Learning"
757,94,2020-02-01,https://timesofindia.indiatimes.com/city/chennai/only-48-engg-students-in-tn-clear-python-in-1st-sem/articleshow/73783262.cms,Python
758,86,2020-02-01,https://www.zdnet.com/article/programming-language-python-2-7-code-is-now-frozen-last-release-coming-in-april/,Python
759,77,2020-02-01,https://www.freecodecamp.org/news/php-vs-javascript-which-technology-will-suit-your-business-better/amp/,General
760,72,2020-02-01,https://towardsdatascience.com/what-ive-learnt-predicting-soccer-matches-with-machine-learning-b3f8b445149d?gi=d5c75f92ee14,General
761,76,2020-02-01,https://www.wired.com/story/ai-license-plate-readers-cheaper-drive-carefully/,"Artificial Intelligence"
762,93,2020-02-01,https://www.anaconda.com/pandas-1-0-is-here/,"Machine Learning"
763,38,2020-02-01,https://medium.com/@briananderson2209/best-automation-testing-tools-for-2018-top-10-reviews-8a4a19f664d2?source=extreme_main_feed---------5-50----------55f1c20aba7a----------e24a51a1_030b_4f41_abe4_e2fa250d10bf--,Tools
764,81,2020-02-01,https://www.forbes.com/sites/bethkindig/2020/01/31/5-soon-t0-be-trends-in-artificial-intelligence-and-deep-learning/?fbclid=IwAR3hUfgidwVk37QvCwUuu6iL1cilWePmZdN2uJAyCwdtd-arqch3DYWcrfk#121e82c15e56,"Artificial Intelligence"
765,89,2020-02-01,https://blog.udacity.com/2018/01/4-types-data-science-jobs.html,General
766,40,2020-02-01,https://www.livemint.com/budget/news/union-budget-2020-live-updates/amp-11580529043238.html,General
767,44,2020-02-01,https://medium.com/cantors-paradise/the-waiting-paradox-an-intro-to-probability-distributions-97c0aedb8c1,General
768,105,2020-02-01,https://economictimes.indiatimes.com/jobs/government-moves-to-provide-internships-to-fresh-engineers-to-help-with-employability/articleshow/73833216.cms,General
769,15,2020-02-01,https://medium.com/better-programming/9-courses-to-learn-for-free-d7951a959f82,Resource
770,67,2020-02-01,https://blogs.microsoft.com/on-the-issues/2020/01/29/ai-for-health-child-mortality/?linkId=81414123,"Artificial Intelligence"
771,82,2020-02-01,https://www.accelebrate.com/blog/category/python/,Python
772,85,2020-02-01,https://analyticsindiamag.com/manipal-institute-of-technology-offers-first-of-its-kind-course-in-data-science-engineering/,"Data Science"
773,35,2020-02-02,https://www.google.com/amp/s/fortune.com/2020/01/31/ai-marketing-persuade/amp/,"Artificial Intelligence"
774,48,2020-02-02,https://towardsdatascience.com/one-word-of-code-to-stop-using-pandas-so-slowly-793e0a81343c,General
775,83,2020-02-02,https://youtu.be/YCNjpeHyODs,Python
776,68,2020-02-02,https://www.gadgetsnow.com/tech-news/this-is-all-that-google-gets-to-know-about-you-everyday/articleshow/73852356.cms,General
777,79,2020-02-02,https://artificialintelligence-news.com/2020/01/14/deepfake-app-face-gifs-data-collection/,General
778,103,2020-02-02,https://www.the-scientist.com/image-of-the-day/image-of-the-day--marijuana-for-endometriosis--67042,General
779,82,2020-02-02,https://towardsdatascience.com/cython-a-speed-up-tool-for-your-python-function-9bab64364bfd?gi=119cf8aa4cfd,Tools
780,87,2020-02-02,https://www.livemint.com/budget/news/budget-2020-govt-bets-on-ai-data-analytics-and-quantum-computing-11580552141351.html,General
781,74,2020-02-02,https://www.marketingtechnews.net/news/2019/may/17/netflix-and-machine-learning-one-thing-rest-tv-ai-just-hype/,"Artificial Intelligence"
784,78,2020-02-02,https://www.arabnews.com/node/1621511/saudi-arabia,"Artificial Intelligence"
785,9,2020-02-02,https://medium.com/@bhavnagupta0103/the-data-analysis-process-29251bd284fb,"Data Analytics"
786,95,2020-02-02,https://analyticsindiamag.com/40-interview-questions-on-statistics-for-data-scientists/,"Data Science"
787,72,2020-02-02,https://www.exasol.com/en/blog/how-data-analytics-is-fast-becoming-footballs-must-have-signing/,General
790,70,2020-02-02,https://content.techgig.com/budget-2020-5-announcements-for-it-sector-ai-5g-quantum-computing/articleshow/73848161.cms,General
791,53,2020-02-02,"From Discover on Google https://economictimes.indiatimes.com/magazines/panache/this-tech-firm-used-ai-machine-learning-to-predict-coronavirus-outbreak-warned-people-about-danger-zones/articleshow/73697801.cms",General
792,69,2020-02-02,https://phys.org/news/2020-02-canberra-heatwave-wildfire-threat.html,General
793,102,2020-02-02,http://news.mit.edu/2020/how-well-computers-symptoms-diseases-0108,"Machine Learning"
794,77,2020-02-02,https://towardsdatascience.com/cython-a-speed-up-tool-for-your-python-function-9bab64364bfd,Python
795,104,2020-02-02,http://news.mit.edu/2019/students-push-to-speed-up-ai-adoption-latin-america-1119,"Machine Learning"
796,96,2020-02-02,https://medium.com/edureka/pattern-recognition-5e2d30ab68b9,General
797,86,2020-02-02,https://thenextweb.com/syndication/2020/02/01/machine-learning-for-everyone-how-to-implement-pose-estimation-in-a-browser-using-your-webcam/,"Machine Learning"
798,29,2020-02-02,https://medium.com/better-programming/3-common-mistakes-youd-want-to-avoid-in-python-6210f4d56310,Python
799,90,2020-02-02,https://www.forbes.com/sites/moorinsights/2020/01/31/intel-lays-out-strategy-for-ai-its-habana/#548040824dd3,"Artificial Intelligence"
